1.011052041481845576e+00,1.006706169817182417e+00,1.011052041481845576e+00,9.856583096540151301e-01,1.047880813092094687e+00
1.150000000000001021e+00,1.267857142857143904e+00,1.150000000000001021e+00,1.343650793650793762e+00,1.343650793650793540e+00
1.168569137785162582e+00,1.311426280642305375e+00,1.168569137785162582e+00,1.348412698412699839e+00,1.388095238095238715e+00
1.414166150844460290e+00,1.414166150844459846e+00,1.414166150844460290e+00,1.486681034168955806e+00,1.581390028877950327e+00
8.550079151342627748e-01,1.093703014833848242e+00,8.550079151342627748e-01,9.580226650226618679e-01,1.033455623955493508e+00
9.799783958998815603e-01,8.976417217208374488e-01,9.799783958998815603e-01,9.858407884539104327e-01,1.055585510968873653e+00
1.100000000000001421e+00,1.125357142857143833e+00,1.100000000000001421e+00,1.238183580723598132e+00,1.276190476190475875e+00
9.589610225410531985e-01,1.120489956392946684e+00,9.589610225410531985e-01,1.071767316935315018e+00,1.310494165860459193e+00
7.501954673351762803e-01,9.000083367676248169e-01,7.501954673351762803e-01,8.668946387233414930e-01,1.056541960452533013e+00
1.278201240483872070e+00,1.206683061702181314e+00,1.278201240483872070e+00,1.292302754026638967e+00,1.431861164028454203e+00
1.139966310725913701e+00,1.242857142857143993e+00,1.139966310725913701e+00,1.189970284593899974e+00,1.284126984126983340e+00
1.085000000000001075e+00,1.229135951674842131e+00,1.085000000000001075e+00,1.232539682539682158e+00,1.235714285714285321e+00
9.619650202337231004e-01,1.031995807630867068e+00,9.619650202337231004e-01,1.093910591342628136e+00,1.095662422043165884e+00
1.067500000000001004e+00,1.267863078296793899e+00,1.067500000000001004e+00,1.219047619047618713e+00,1.311111111111110006e+00
1.325000000000001288e+00,1.420238095238096410e+00,1.325000000000001288e+00,1.622222222222221788e+00,1.646825396825396748e+00
9.874481795451790500e-01,1.068407726042635231e+00,9.874481795451790500e-01,1.128088178153908494e+00,1.072438696240839873e+00
8.642931299134968270e-01,1.017552694479036068e+00,8.642931299134968270e-01,8.838447894284290340e-01,1.051706349206348534e+00
9.787475531515099636e-01,1.025486610813360011e+00,9.787475531515099636e-01,1.104808716170819105e+00,1.071479934812700208e+00
1.015886382907770447e+00,1.134891380115163662e+00,1.015886382907770447e+00,1.158226580203856049e+00,1.156388888888888022e+00
1.100000000000000977e+00,1.218214285714286582e+00,1.100000000000000977e+00,1.256349206349206105e+00,1.379365079365079350e+00
9.765070486670238692e-01,8.976897035766938648e-01,7.501801541165928899e-01,9.921907690584633732e-01,1.117539682539682167e+00
1.027472499987977850e+00,1.140808147451510601e+00,1.027472499987977850e+00,1.129896353319230773e+00,1.055709843925858316e+00
9.479001812420456696e-01,1.142921393205864389e+00,9.479001812420456696e-01,1.009617258838054088e+00,1.065310788173156054e+00
1.185714285714286831e+00,1.352380952380953572e+00,1.185714285714286831e+00,1.453439153439153309e+00,1.494444444444444464e+00
1.008503638663716062e+00,9.599894294116354532e-01,1.008503638663716062e+00,1.030504076034131966e+00,9.674936860741966127e-01
1.030809174048669563e+00,1.013309174048669492e+00,1.030809174048669563e+00,1.160735373019395666e+00,1.167878230162253006e+00
1.261842368639310985e+00,1.326128082925025042e+00,1.261842368639310985e+00,1.431522322092358301e+00,1.391839782409818316e+00
8.786342093738552794e-01,1.021473623759235672e+00,8.786342093738552794e-01,9.938950852603113395e-01,1.108809523809523245e+00
9.010915139146038477e-01,1.023390962818664374e+00,9.010915139146038477e-01,1.019136295172310414e+00,1.075180811205565190e+00
1.136693428447192566e+00,1.171180705325705285e+00,1.324543392949950382e+00,1.179504431956573063e+00,1.394245306918884930e+00
